k,T,best_cost,current_cost
845,9.210376682355275,293.8926261462365,293.8926261462365
846,9.191955928990565,293.8926261462365,293.8926261462366
847,9.173572017132582,293.8926261462365,293.8926261462366
848,9.155224873098316,293.8926261462365,293.8926261462366
849,9.136914423352122,293.8926261462365,293.8926261462366
850,9.118640594505417,293.8926261462365,293.8926261462366
851,9.100403313316404,293.8926261462365,293.8926261462366
852,9.082202506689773,293.8926261462365,293.8926261462366
853,9.064038101676394,293.8926261462365,293.8926261462366
854,9.04591002547304,293.8926261462365,293.8926261462366
855,9.027818205422095,293.8926261462365,293.8926261462366
856,9.00976256901125,293.8926261462365,293.8926261462366
857,8.991743043873228,293.8926261462365,293.8926261462366
858,8.973759557785483,293.8926261462365,293.8926261462366
859,8.955812038669912,293.8926261462365,293.8926261462366
860,8.93790041459257,293.8926261462365,293.8926261462366
861,8.920024613763385,293.8926261462365,293.8926261462366
862,8.902184564535858,293.8926261462365,293.8926261462366
863,8.884380195406786,293.8926261462365,293.8926261462365
864,8.866611435015972,293.8926261462365,293.8926261462366
865,8.84887821214594,293.8926261462365,293.8926261462366
866,8.831180455721649,293.8926261462365,293.8926261462366
867,8.813518094810204,293.8926261462365,293.8926261462366
868,8.795891058620585,293.8926261462365,293.8926261462366
869,8.778299276503345,293.8926261462365,293.8926261462366
870,8.760742677950336,293.8926261462365,293.8926261462366
871,8.743221192594437,293.8926261462365,293.8926261462366
872,8.725734750209249,293.8926261462365,293.8926261462366
873,8.70828328070883,293.8926261462365,293.8926261462366
874,8.690866714147411,293.8926261462365,293.8926261462366
875,8.673484980719119,293.8926261462365,293.8926261462366
876,8.65613801075768,293.8926261462365,293.8926261462366
877,8.638825734736164,293.8926261462365,293.8926261462366
878,8.621548083266692,293.8926261462365,293.8926261462366
879,8.604304987100157,293.8926261462365,293.8926261462366
880,8.587096377125958,293.8926261462365,293.8926261462366
881,8.569922184371705,293.8926261462365,293.8926261462366
882,8.552782340002963,293.8926261462365,293.8926261462366
883,8.535676775322957,293.8926261462365,293.8926261462366
884,8.51860542177231,293.8926261462365,293.8926261462366
885,8.501568210928765,293.8926261462365,293.8926261462366
886,8.484565074506909,293.8926261462365,293.8926261462366
887,8.467595944357894,293.8926261462365,293.8926261462366
888,8.450660752469178,293.8926261462365,293.8926261462365
889,8.43375943096424,293.8926261462365,293.8926261462365
890,8.416891912102312,293.8926261462365,293.8926261462365
891,8.400058128278106,293.8926261462365,293.8926261462365
892,8.383258012021551,293.8926261462365,293.8926261462366
893,8.366491495997508,293.8926261462365,293.8926261462366
894,8.349758513005511,293.8926261462365,293.8926261462366
895,8.333058995979501,293.8926261462365,293.8926261462366
896,8.316392877987541,293.8926261462365,293.8926261462366
897,8.299760092231567,293.8926261462365,293.8926261462366
898,8.283160572047105,293.8926261462365,293.8926261462366
899,8.266594250903008,293.8926261462365,293.8926261462366
900,8.250061062401205,293.8926261462365,293.8926261462366
901,8.233560940276401,293.8926261462365,293.8926261462366
902,8.217093818395849,293.8926261462365,293.8926261462366
903,8.200659630759057,293.8926261462365,293.8926261462366
904,8.184258311497539,293.8926261462365,293.8926261462366
905,8.167889794874544,293.8926261462365,293.8926261462365
906,8.151554015284795,293.8926261462365,293.8926261462365
907,8.135250907254225,293.8926261462365,293.8926261462365
908,8.118980405439716,293.8926261462365,293.8926261462366
909,8.102742444628836,293.8926261462365,293.8926261462366
910,8.086536959739579,293.8926261462365,293.8926261462366
911,8.0703638858201,293.8926261462365,293.8926261462366
912,8.05422315804846,293.8926261462365,293.8926261462366
913,8.038114711732364,293.8926261462365,293.8926261462366
914,8.022038482308897,293.8926261462365,293.8926261462365
915,8.00599440534428,293.8926261462365,293.8926261462365
916,7.989982416533592,293.8926261462365,293.8926261462365
917,7.9740024517005255,293.8926261462365,293.8926261462365
918,7.9580544467971235,293.8926261462365,293.8926261462365
919,7.942138337903529,293.8926261462365,293.8926261462365
920,7.926254061227722,293.8926261462365,293.8926261462366
921,7.910401553105268,293.8926261462365,293.8926261462366
922,7.894580749999055,293.8926261462365,293.8926261462366
923,7.878791588499058,293.8926261462365,293.8926261462366
924,7.86303400532206,293.8926261462365,293.8926261462366
925,7.847307937311415,293.8926261462365,293.8926261462366
926,7.831613321436794,293.8926261462365,293.8926261462366
927,7.815950094793919,293.8926261462365,293.8926261462366
928,7.800318194604332,293.8926261462365,293.8926261462366
929,7.784717558215124,293.8926261462365,293.8926261462366
930,7.769148123098693,293.8926261462365,293.8926261462366
931,7.753609826852495,293.8926261462365,293.8926261462365
932,7.73810260719879,293.8926261462365,293.8926261462365
933,7.722626401984392,293.8926261462365,293.8926261462365
934,7.707181149180424,293.8926261462365,293.8926261462365
935,7.691766786882062,293.8926261462365,293.8926261462365
936,7.676383253308298,293.8926261462365,293.8926261462365
937,7.661030486801682,293.8926261462365,293.8926261462366
938,7.645708425828079,293.8926261462365,293.8926261462366
939,7.630417008976423,293.8926261462365,293.8926261462365
940,7.615156174958469,293.8926261462365,293.8926261462365
